epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,1436.22,1.07416,0.80427,1.31664,0.60255,0.7166,0.74272,0.44453,1.39161,1.2765,1.70116,0.00013566,0.00013566,0.00013566
182,1444.15,1.07551,0.81992,1.32989,0.61083,0.73671,0.76496,0.45459,1.29558,1.17163,1.65342,0.000132447,0.000132447,0.000132447
183,1452.05,1.0825,0.8419,1.33015,0.68891,0.63994,0.74816,0.4552,1.41745,1.1869,1.74348,0.000129234,0.000129234,0.000129234
184,1460,1.07137,0.81586,1.31384,0.66779,0.66526,0.75351,0.45799,1.33152,1.16725,1.65471,0.000126021,0.000126021,0.000126021
185,1468.05,1.06803,0.804,1.29978,0.61955,0.64523,0.77136,0.4638,1.3773,1.13833,1.70146,0.000122808,0.000122808,0.000122808
186,1475.95,1.06327,0.79144,1.30565,0.69383,0.57476,0.71553,0.43435,1.36969,1.32952,1.69484,0.000119595,0.000119595,0.000119595
187,1483.81,1.07048,0.82374,1.31893,0.85984,0.58225,0.73109,0.43831,1.31512,1.20133,1.6187,0.000116382,0.000116382,0.000116382
188,1491.81,1.0615,0.79761,1.3028,0.54548,0.7998,0.75124,0.44052,1.36417,1.22048,1.69151,0.000113169,0.000113169,0.000113169
189,1499.7,1.02603,0.77967,1.28056,0.7448,0.65517,0.72853,0.45056,1.33072,1.18028,1.64376,0.000109956,0.000109956,0.000109956
190,1507.65,1.06034,0.79348,1.29202,0.55223,0.79961,0.7614,0.46036,1.28864,1.20767,1.62754,0.000106743,0.000106743,0.000106743
191,1533.5,0.75214,0.5042,1.10135,0.65059,0.59048,0.72449,0.43533,1.31322,1.25287,1.66691,0.00010353,0.00010353,0.00010353
192,1541.12,0.74768,0.47653,1.0848,0.55416,0.66856,0.70139,0.41693,1.37242,1.24351,1.75669,0.000100317,0.000100317,0.000100317
193,1548.71,0.73058,0.45545,1.08419,0.59997,0.68067,0.72646,0.43616,1.33812,1.13479,1.74258,9.7104e-05,9.7104e-05,9.7104e-05
194,1556.37,0.74129,0.46075,1.09611,0.59395,0.7061,0.74953,0.45051,1.30148,1.31461,1.70102,9.3891e-05,9.3891e-05,9.3891e-05
195,1563.99,0.71487,0.44288,1.07889,0.61125,0.6854,0.72929,0.44973,1.30529,1.30503,1.67718,9.0678e-05,9.0678e-05,9.0678e-05
196,1571.62,0.71714,0.43833,1.07739,0.57056,0.78708,0.75483,0.45456,1.34165,1.33826,1.70735,8.7465e-05,8.7465e-05,8.7465e-05
197,1579.25,0.68294,0.42648,1.06002,0.64247,0.6617,0.75485,0.46858,1.29073,1.31014,1.66421,8.4252e-05,8.4252e-05,8.4252e-05
198,1586.92,0.69173,0.42632,1.0579,0.56313,0.70823,0.74166,0.45072,1.34322,1.32274,1.67178,8.1039e-05,8.1039e-05,8.1039e-05
199,1594.57,0.69373,0.43404,1.06143,0.5483,0.7748,0.74872,0.45051,1.37033,1.27174,1.72551,7.7826e-05,7.7826e-05,7.7826e-05
